country,title,description,published_at,source_name,url
UK,Match Report & Highlights,Report as Bukayo Sakas goal seals a 2-1 aggregate victory over Atletico Madrid to send Arsenal into the Champions League final; Gunners will face either Bayern Munich or Paris Saint-Germain in Budapest on May 30 as they bid to lift the trophy for the first time,2026-05-05T22:15:29Z,Sky Sports,https://www.skysports.com/football/arsenal-vs-atletico-madrid/report/554949
Australia,Charges flagged as women and children from IS-linked families set to fly from Syria to Australia,Home affairs minister Tony Burke says government continues to refuse to help the group of 13,2026-05-06T00:29:00Z,The Guardian,https://www.theguardian.com/australia-news/2026/may/06/women-children-syria-families-australia-return-ntwnfb
Australia,"Some members of cohort returning to Australia will be arrested, AFP confirms",H﻿ome Affairs Minister Tony Burke has confirmed 13 of the ISIS brides who are stuck in Syria are set to ret...,2026-05-06T00:19:05Z,9News,https://www.9news.com.au/national/isis-brides-return-australia/ae0c5676-c9ec-46e2-9d27-dfce7e46db01
Australia,Microsoft Flight Simulator releases world update 21: Australia,"Microsoft Flight Simulator has launched World Update 21: Australia, adding more than 30 hand-crafted points of interest, new discovery flights and activities, and a dedicated collaboration with the NS...",2026-05-06T00:17:42Z,Australian Flying,http://www.australianflying.com.au/latest/microsoft-flight-simulator-releases-world-update-21-australia
Australia,"MIFF, AFL and VicScreen name Footy Shorts teams for 2026","VicScreen, Melbourne International Film Festival (MIFF) and the AFL today announced the five filmmaking teams selected for the second round of Footy Shorts, a short-form documentary initiative celebrating the stories,",2026-05-06T00:17:23Z,FilmInk,https://www.filmink.com.au/public-notice/miff-afl-and-vicscreen-name-footy-shorts-teams-for-2026/
Australia,Police divers search for man submerged in car at Sydney's Royal National Park,A multi-agency search operation is underway after a driver escaped and a passenger became trapped in a car after it entered a weir.,2026-05-06T00:15:56Z,Australian Broadcasting Corporation,https://www.abc.net.au/news/2026-05-06/nsw-search-man-submerged-car-sydney-royal-national-park/106646152
Australia,Australia news live: IS-linked family members to return from Syria; Asio chief ‘extremely concerned’ by online radicalisation,Follow updates live,2026-05-06T00:15:09Z,The Guardian,https://www.theguardian.com/australia-news/live/2026/may/06/national-cabinet-fuel-crisis-anthony-albanese-labor-angus-taylor-coalition-matt-canavan-federal-budget-interest-rates-reserve-bank-inflation-fears-ntwnfb
Australia,"Perth Bears predicted best team for 2027, recruitment targets, roster, salary cap, PNG Chiefs",NRL ‘needs’ the Bears. Here’s their best team and star target who could change everything,2026-05-06T00:06:02Z,Fox Sports,https://www.foxsports.com.au/nrl/nrl-premiership/nrl-2026-perth-bears-predicted-best-team-for-2027-recruitment-targets-roster-salary-cap-png-chiefs/news-story/b15392c85b663718e4bde716047c9a9e
Australia,"Apple to let users choose rival AI models across iOS 27 features, Bloomberg News reports","Apple will allow users to select from third-party artificial ​intelligence models for tasks such as generating and editing text and images, across its iOS 27 features, Bloomberg News reported on Tuesday. The change is slated for iOS 27, iPadOS 27 and macOS 27 this fall, the report said, citing people ‌with knowledge ‌of the matter. Within iOS ​27, ‌Apple ⁠refers ​to this",2026-05-06T00:03:06Z,Arab News,https://www.arabnews.com/node/2642489/offbeat
Australia,Ukraine war briefing: Death toll from strikes across Ukraine rises to 27; Russia shunned at Venice Biennale,Strikes came hours before deadline for Kyiv ceasefire proposal and were one of the worst wave of attacks this year,2026-05-06T00:03:00Z,The Guardian,https://www.theguardian.com/world/2026/may/06/ukraine-war-briefing-death-toll-ukraine-rises-russia-shunned-venice-biennale
